ID,TimeInterval,UpdateTime
6699,tick05,10:25:50
6700,tick05,10:25:50
6701,tick05,10:25:51
6702,tick05,10:25:51
6703,tick05,10:25:52
6704,tick05,10:25:52
6705,tick05,10:25:53
6706,tick05,10:25:53
6707,tick05,10:25:54
6708,tick05,10:25:54
6709,tick05,10:25:55
6710,tick05,10:25:55
6711,tick05,10:25:56
6712,tick05,10:25:56
6713,tick05,10:25:57
6714,tick05,10:25:57
6715,tick05,10:25:58
6716,tick05,10:25:58
6717,tick05,10:25:59
6718,tick05,10:25:59
6719,tick05,10:26:00
6720,tick05,10:26:00
6721,tick05,10:26:01
6722,tick05,10:26:01
6723,tick05,10:26:02
6724,tick05,10:26:02
6725,tick05,10:26:03
6726,tick05,10:26:03
6727,tick05,10:26:04
6728,tick05,10:26:04
6729,tick05,10:26:05
6730,tick05,10:26:05
6731,tick05,10:26:06
6732,tick05,10:26:06
6733,tick05,10:26:07
6734,tick05,10:26:07
6735,tick05,10:26:08
6736,tick05,10:26:08
6737,tick05,10:26:09
6738,tick05,10:26:09
6739,tick05,10:26:10
6740,tick05,10:26:10
6741,tick05,10:26:11
6742,tick05,10:26:11
6743,tick05,10:26:12
6744,tick05,10:26:12
6745,tick05,10:26:13
6746,tick05,10:26:13
6747,tick05,10:26:14
6748,tick05,10:26:14
6749,tick05,10:26:15
6750,tick05,10:26:15
6751,tick05,10:26:16
6752,tick05,10:26:16
6753,tick05,10:26:17
6754,tick05,10:26:17
6755,tick05,10:26:18
6756,tick05,10:26:18
6757,tick05,10:26:19
6758,tick05,10:26:19
6759,tick05,10:26:20
6760,tick05,10:26:20
6761,tick05,10:26:21
6762,tick05,10:26:21
6763,tick05,10:26:22
6764,tick05,10:26:22
6765,tick05,10:26:23
6766,tick05,10:26:23
6767,tick05,10:26:24
6768,tick05,10:26:24
6769,tick05,10:26:25
6770,tick05,10:26:25
6771,tick05,10:26:26
6772,tick05,10:26:26
6773,tick05,10:26:27
6774,tick05,10:26:27
6775,tick05,10:26:28
6776,tick05,10:26:28
6777,tick05,10:26:29
6778,tick05,10:26:29
6779,tick05,10:26:30
6780,tick05,10:26:30
6781,tick05,10:26:31
6782,tick05,10:26:31
6783,tick05,10:26:32
6784,tick05,10:26:32
6785,tick05,10:26:33
6786,tick05,10:26:33
6787,tick05,10:26:34
6788,tick05,10:26:34
6789,tick05,10:26:35
6790,tick05,10:26:35
6791,tick05,10:26:36
6792,tick05,10:26:36
6793,tick05,10:26:37
6794,tick05,10:26:37
6795,tick05,10:26:38
6796,tick05,10:26:38
6797,tick05,10:26:39
6798,tick05,10:26:39
6799,tick05,10:26:40
6800,tick05,10:26:40
6801,tick05,10:26:41
6802,tick05,10:26:41
6803,tick05,10:26:42
6804,tick05,10:26:42
6805,tick05,10:26:43
6806,tick05,10:26:43
6807,tick05,10:26:44
6808,tick05,10:26:44
6809,tick05,10:26:45
6810,tick05,10:26:45
6811,tick05,10:26:46
6812,tick05,10:26:46
6813,tick05,10:26:47
6814,tick05,10:26:47
6815,tick05,10:26:48
6816,tick05,10:26:48
6817,tick05,10:26:49
6818,tick05,10:26:49
6819,tick05,10:26:50
6820,tick05,10:26:50
6821,tick05,10:26:51
6822,tick05,10:26:51
6823,tick05,10:26:52
6824,tick05,10:26:52
6825,tick05,10:26:53
6826,tick05,10:26:53
6827,tick05,10:26:54
6828,tick05,10:26:54
6829,tick05,10:26:55
6830,tick05,10:26:55
6831,tick05,10:26:56
6832,tick05,10:26:56
6833,tick05,10:26:57
6834,tick05,10:26:57
6835,tick05,10:26:58
6836,tick05,10:26:58
6837,tick05,10:26:59
6838,tick05,10:26:59
6839,tick05,10:27:00
6840,tick05,10:27:00
6841,tick05,10:27:01
6842,tick05,10:27:01
6843,tick05,10:27:02
6844,tick05,10:27:02
6845,tick05,10:27:03
6846,tick05,10:27:03
6847,tick05,10:27:04
6848,tick05,10:27:04
6849,tick05,10:27:05
6850,tick05,10:27:05
6851,tick05,10:27:06
6852,tick05,10:27:06
6853,tick05,10:27:07
6854,tick05,10:27:07
6855,tick05,10:27:08
6856,tick05,10:27:08
6857,tick05,10:27:09
6858,tick05,10:27:09
6859,tick05,10:27:10
6860,tick05,10:27:10
6861,tick05,10:27:11
6862,tick05,10:27:11
6863,tick05,10:27:12
6864,tick05,10:27:12
6865,tick05,10:27:13
6866,tick05,10:27:13
6867,tick05,10:27:14
6868,tick05,10:27:14
6869,tick05,10:27:15
6870,tick05,10:27:15
6871,tick05,10:27:16
6872,tick05,10:27:16
6873,tick05,10:27:17
6874,tick05,10:27:17
6875,tick05,10:27:18
6876,tick05,10:27:18
6877,tick05,10:27:19
6878,tick05,10:27:19
6879,tick05,10:27:20
6880,tick05,10:27:20
6881,tick05,10:27:21
6882,tick05,10:27:21
6883,tick05,10:27:22
6884,tick05,10:27:22
6885,tick05,10:27:23
6886,tick05,10:27:23
6887,tick05,10:27:24
6888,tick05,10:27:24
6889,tick05,10:27:25
6890,tick05,10:27:25
6891,tick05,10:27:26
6892,tick05,10:27:26
6893,tick05,10:27:27
6894,tick05,10:27:27
6895,tick05,10:27:28
6896,tick05,10:27:28
6897,tick05,10:27:29
6898,tick05,10:27:29
6899,tick05,10:27:30
6900,tick05,10:27:30
6901,tick05,10:27:31
6902,tick05,10:27:31
6903,tick05,10:27:32
6904,tick05,10:27:32
6905,tick05,10:27:33
6906,tick05,10:27:33
6907,tick05,10:27:34
6908,tick05,10:27:34
6909,tick05,10:27:35
6910,tick05,10:27:35
6911,tick05,10:27:36
6912,tick05,10:27:36
6913,tick05,10:27:37
6914,tick05,10:27:37
6915,tick05,10:27:38
6916,tick05,10:27:38
6917,tick05,10:27:39
6918,tick05,10:27:39
6919,tick05,10:27:40
6920,tick05,10:27:40
6921,tick05,10:27:41
6922,tick05,10:27:41
6923,tick05,10:27:42
6924,tick05,10:27:42
6925,tick05,10:27:43
6926,tick05,10:27:43
6927,tick05,10:27:44
6928,tick05,10:27:44
6929,tick05,10:27:45
6930,tick05,10:27:45
6931,tick05,10:27:46
6932,tick05,10:27:46
6933,tick05,10:27:47
6934,tick05,10:27:47
6935,tick05,10:27:48
6936,tick05,10:27:48
6937,tick05,10:27:49
6938,tick05,10:27:49
6939,tick05,10:27:50
6940,tick05,10:27:50
6941,tick05,10:27:51
6942,tick05,10:27:51
6943,tick05,10:27:52
6944,tick05,10:27:52
6945,tick05,10:27:53
6946,tick05,10:27:53
6947,tick05,10:27:54
6948,tick05,10:27:54
6949,tick05,10:27:55
6950,tick05,10:27:55
6951,tick05,10:27:56
6952,tick05,10:27:56
6953,tick05,10:27:57
6954,tick05,10:27:57
6955,tick05,10:27:58
6956,tick05,10:27:58
6957,tick05,10:27:59
6958,tick05,10:27:59
6959,tick05,10:28:00
6960,tick05,10:28:00
6961,tick05,10:28:01
6962,tick05,10:28:01
6963,tick05,10:28:02
6964,tick05,10:28:02
6965,tick05,10:28:03
6966,tick05,10:28:03
6967,tick05,10:28:04
6968,tick05,10:28:04
6969,tick05,10:28:05
6970,tick05,10:28:05
6971,tick05,10:28:06
6972,tick05,10:28:06
6973,tick05,10:28:07
6974,tick05,10:28:07
6975,tick05,10:28:08
6976,tick05,10:28:08
6977,tick05,10:28:09
6978,tick05,10:28:09
6979,tick05,10:28:10
6980,tick05,10:28:10
6981,tick05,10:28:11
6982,tick05,10:28:11
6983,tick05,10:28:12
6984,tick05,10:28:12
6985,tick05,10:28:13
6986,tick05,10:28:13
6987,tick05,10:28:14
6988,tick05,10:28:14
6989,tick05,10:28:15
6990,tick05,10:28:15
6991,tick05,10:28:16
6992,tick05,10:28:16
6993,tick05,10:28:17
6994,tick05,10:28:17
6995,tick05,10:28:18
6996,tick05,10:28:18
6997,tick05,10:28:19
6998,tick05,10:28:19
6999,tick05,10:28:20
7000,tick05,10:28:20
7001,tick05,10:28:21
7002,tick05,10:28:21
7003,tick05,10:28:22
7004,tick05,10:28:22
7005,tick05,10:28:23
7006,tick05,10:28:23
7007,tick05,10:28:24
7008,tick05,10:28:24
7009,tick05,10:28:25
7010,tick05,10:28:25
7011,tick05,10:28:26
7012,tick05,10:28:26
7013,tick05,10:28:27
7014,tick05,10:28:27
7015,tick05,10:28:28
7016,tick05,10:28:28
7017,tick05,10:28:29
7018,tick05,10:28:29
7019,tick05,10:28:30
7020,tick05,10:28:30
7021,tick05,10:28:31
7022,tick05,10:28:31
7023,tick05,10:28:32
7024,tick05,10:28:32
7025,tick05,10:28:33
7026,tick05,10:28:33
7027,tick05,10:28:34
7028,tick05,10:28:34
7029,tick05,10:28:35
7030,tick05,10:28:35
7031,tick05,10:28:36
7032,tick05,10:28:36
7033,tick05,10:28:37
7034,tick05,10:28:37
7035,tick05,10:28:38
7036,tick05,10:28:38
7037,tick05,10:28:39
7038,tick05,10:28:39
7039,tick05,10:28:40
7040,tick05,10:28:40
7041,tick05,10:28:41
7042,tick05,10:28:41
7043,tick05,10:28:42
7044,tick05,10:28:42
7045,tick05,10:28:43
7046,tick05,10:28:43
7047,tick05,10:28:44
7048,tick05,10:28:44
7049,tick05,10:28:45
7050,tick05,10:28:45
7051,tick05,10:28:46
7052,tick05,10:28:46
7053,tick05,10:28:47
7054,tick05,10:28:47
7055,tick05,10:28:48
7056,tick05,10:28:48
7057,tick05,10:28:49
7058,tick05,10:28:49
7059,tick05,10:28:50
7060,tick05,10:28:50
7061,tick05,10:28:51
7062,tick05,10:28:51
7063,tick05,10:28:52
7064,tick05,10:28:52
7065,tick05,10:28:53
7066,tick05,10:28:53
7067,tick05,10:28:54
7068,tick05,10:28:54
7069,tick05,10:28:55
7070,tick05,10:28:55
7071,tick05,10:28:56
7072,tick05,10:28:56
7073,tick05,10:28:57
7074,tick05,10:28:57
7075,tick05,10:28:58
7076,tick05,10:28:58
7077,tick05,10:28:59
7078,tick05,10:28:59
7079,tick05,10:29:00
7080,tick05,10:29:00
7081,tick05,10:29:01
7082,tick05,10:29:01
7083,tick05,10:29:02
7084,tick05,10:29:02
7085,tick05,10:29:03
7086,tick05,10:29:03
7087,tick05,10:29:04
7088,tick05,10:29:04
7089,tick05,10:29:05
7090,tick05,10:29:05
7091,tick05,10:29:06
7092,tick05,10:29:06
7093,tick05,10:29:07
7094,tick05,10:29:07
7095,tick05,10:29:08
7096,tick05,10:29:08
7097,tick05,10:29:09
7098,tick05,10:29:09
7099,tick05,10:29:10
7100,tick05,10:29:10
7101,tick05,10:29:11
7102,tick05,10:29:11
7103,tick05,10:29:12
7104,tick05,10:29:12
7105,tick05,10:29:13
7106,tick05,10:29:13
7107,tick05,10:29:14
7108,tick05,10:29:14
7109,tick05,10:29:15
7110,tick05,10:29:15
7111,tick05,10:29:16
7112,tick05,10:29:16
7113,tick05,10:29:17
7114,tick05,10:29:17
7115,tick05,10:29:18
7116,tick05,10:29:18
7117,tick05,10:29:19
7118,tick05,10:29:19
7119,tick05,10:29:20
7120,tick05,10:29:20
7121,tick05,10:29:21
7122,tick05,10:29:21
7123,tick05,10:29:22
7124,tick05,10:29:22
7125,tick05,10:29:23
7126,tick05,10:29:23
7127,tick05,10:29:24
7128,tick05,10:29:24
7129,tick05,10:29:25
7130,tick05,10:29:25
7131,tick05,10:29:26
7132,tick05,10:29:26
7133,tick05,10:29:27
7134,tick05,10:29:27
7135,tick05,10:29:28
7136,tick05,10:29:28
7137,tick05,10:29:29
7138,tick05,10:29:29
7139,tick05,10:29:30
7140,tick05,10:29:30
7141,tick05,10:29:31
7142,tick05,10:29:31
7143,tick05,10:29:32
7144,tick05,10:29:32
7145,tick05,10:29:33
7146,tick05,10:29:33
7147,tick05,10:29:34
7148,tick05,10:29:34
7149,tick05,10:29:35
7150,tick05,10:29:35
7151,tick05,10:29:36
7152,tick05,10:29:36
7153,tick05,10:29:37
7154,tick05,10:29:37
7155,tick05,10:29:38
7156,tick05,10:29:38
7157,tick05,10:29:39
7158,tick05,10:29:39
7159,tick05,10:29:40
7160,tick05,10:29:40
7161,tick05,10:29:41
7162,tick05,10:29:41
7163,tick05,10:29:42
7164,tick05,10:29:42
7165,tick05,10:29:43
7166,tick05,10:29:43
7167,tick05,10:29:44
7168,tick05,10:29:44
7169,tick05,10:29:45
7170,tick05,10:29:45
7171,tick05,10:29:46
7172,tick05,10:29:46
7173,tick05,10:29:47
7174,tick05,10:29:47
7175,tick05,10:29:48
7176,tick05,10:29:48
7177,tick05,10:29:49
7178,tick05,10:29:49
7179,tick05,10:29:50
7180,tick05,10:29:50
7181,tick05,10:29:51
7182,tick05,10:29:51
7183,tick05,10:29:52
7184,tick05,10:29:52
7185,tick05,10:29:53
7186,tick05,10:29:53
7187,tick05,10:29:54
7188,tick05,10:29:54
7189,tick05,10:29:55
7190,tick05,10:29:55
7191,tick05,10:29:56
7192,tick05,10:29:56
7193,tick05,10:29:57
7194,tick05,10:29:57
7195,tick05,10:29:58
7196,tick05,10:29:58
7197,tick05,10:29:59
7198,tick05,10:29:59
7199,tick05,10:30:00
7200,tick05,10:30:00
7201,tick05,10:30:01
7202,tick05,10:30:01
7203,tick05,10:30:02
7204,tick05,10:30:02
7205,tick05,10:30:03
7206,tick05,10:30:03
7207,tick05,10:30:04
7208,tick05,10:30:04
7209,tick05,10:30:05
7210,tick05,10:30:05
7211,tick05,10:30:06
7212,tick05,10:30:06
7213,tick05,10:30:07
7214,tick05,10:30:07
7215,tick05,10:30:08
7216,tick05,10:30:08
7217,tick05,10:30:09
7218,tick05,10:30:09
7219,tick05,10:30:10
7220,tick05,10:30:10
7221,tick05,10:30:11
7222,tick05,10:30:11
7223,tick05,10:30:12
7224,tick05,10:30:12
7225,tick05,10:30:13
7226,tick05,10:30:13
7227,tick05,10:30:14
7228,tick05,10:30:14
7229,tick05,10:30:15
7230,tick05,10:30:15
7231,tick05,10:30:16
7232,tick05,10:30:16
7233,tick05,10:30:17
7234,tick05,10:30:17
7235,tick05,10:30:18
7236,tick05,10:30:18
7237,tick05,10:30:19
7238,tick05,10:30:19
7239,tick05,10:30:20
7240,tick05,10:30:20
7241,tick05,10:30:21
7242,tick05,10:30:21
7243,tick05,10:30:22
7244,tick05,10:30:22
7245,tick05,10:30:23
7246,tick05,10:30:23
7247,tick05,10:30:24
7248,tick05,10:30:24
7249,tick05,10:30:25
7250,tick05,10:30:25
7251,tick05,10:30:26
7252,tick05,10:30:26
7253,tick05,10:30:27
7254,tick05,10:30:27
7255,tick05,10:30:28
7256,tick05,10:30:28
7257,tick05,10:30:29
7258,tick05,10:30:29
7259,tick05,10:30:30
7260,tick05,10:30:30
7261,tick05,10:30:31
7262,tick05,10:30:31
7263,tick05,10:30:32
7264,tick05,10:30:32
7265,tick05,10:30:33
7266,tick05,10:30:33
7267,tick05,10:30:34
7268,tick05,10:30:34
7269,tick05,10:30:35
7270,tick05,10:30:35
7271,tick05,10:30:36
7272,tick05,10:30:36
7273,tick05,10:30:37
7274,tick05,10:30:37
7275,tick05,10:30:38
7276,tick05,10:30:38
7277,tick05,10:30:39
7278,tick05,10:30:39
7279,tick05,10:30:40
7280,tick05,10:30:40
7281,tick05,10:30:41
7282,tick05,10:30:41
7283,tick05,10:30:42
7284,tick05,10:30:42
7285,tick05,10:30:43
7286,tick05,10:30:43
7287,tick05,10:30:44
7288,tick05,10:30:44
7289,tick05,10:30:45
7290,tick05,10:30:45
7291,tick05,10:30:46
7292,tick05,10:30:46
7293,tick05,10:30:47
7294,tick05,10:30:47
7295,tick05,10:30:48
7296,tick05,10:30:48
7297,tick05,10:30:49
7298,tick05,10:30:49
7299,tick05,10:30:50
7300,tick05,10:30:50
7301,tick05,10:30:51
7302,tick05,10:30:51
7303,tick05,10:30:52
7304,tick05,10:30:52
7305,tick05,10:30:53
7306,tick05,10:30:53
7307,tick05,10:30:54
7308,tick05,10:30:54
7309,tick05,10:30:55
7310,tick05,10:30:55
7311,tick05,10:30:56
7312,tick05,10:30:56
7313,tick05,10:30:57
7314,tick05,10:30:57
7315,tick05,10:30:58
7316,tick05,10:30:58
7317,tick05,10:30:59
7318,tick05,10:30:59
7319,tick05,10:31:00
7320,tick05,10:31:00
7321,tick05,10:31:01
7322,tick05,10:31:01
7323,tick05,10:31:02
7324,tick05,10:31:02
7325,tick05,10:31:03
7326,tick05,10:31:03
7327,tick05,10:31:04
7328,tick05,10:31:04
7329,tick05,10:31:05
7330,tick05,10:31:05
7331,tick05,10:31:06
7332,tick05,10:31:06
7333,tick05,10:31:07
7334,tick05,10:31:07
7335,tick05,10:31:08
7336,tick05,10:31:08
7337,tick05,10:31:09
7338,tick05,10:31:09
7339,tick05,10:31:10
7340,tick05,10:31:10
7341,tick05,10:31:11
7342,tick05,10:31:11
7343,tick05,10:31:12
7344,tick05,10:31:12
7345,tick05,10:31:13
7346,tick05,10:31:13
7347,tick05,10:31:14
7348,tick05,10:31:14
7349,tick05,10:31:15
7350,tick05,10:31:15
7351,tick05,10:31:16
7352,tick05,10:31:16
7353,tick05,10:31:17
7354,tick05,10:31:17
7355,tick05,10:31:18
7356,tick05,10:31:18
7357,tick05,10:31:19
7358,tick05,10:31:19
7359,tick05,10:31:20
7360,tick05,10:31:20
7361,tick05,10:31:21
7362,tick05,10:31:21
7363,tick05,10:31:22
7364,tick05,10:31:22
7365,tick05,10:31:23
7366,tick05,10:31:23
7367,tick05,10:31:24
7368,tick05,10:31:24
7369,tick05,10:31:25
7370,tick05,10:31:25
7371,tick05,10:31:26
7372,tick05,10:31:26
7373,tick05,10:31:27
7374,tick05,10:31:27
7375,tick05,10:31:28
7376,tick05,10:31:28
7377,tick05,10:31:29
7378,tick05,10:31:29
7379,tick05,10:31:30
7380,tick05,10:31:30
7381,tick05,10:31:31
7382,tick05,10:31:31
7383,tick05,10:31:32
7384,tick05,10:31:32
7385,tick05,10:31:33
7386,tick05,10:31:33
7387,tick05,10:31:34
7388,tick05,10:31:34
7389,tick05,10:31:35
7390,tick05,10:31:35
7391,tick05,10:31:36
7392,tick05,10:31:36
7393,tick05,10:31:37
7394,tick05,10:31:37
7395,tick05,10:31:38
7396,tick05,10:31:38
7397,tick05,10:31:39
7398,tick05,10:31:39
7399,tick05,10:31:40
7400,tick05,10:31:40
7401,tick05,10:31:41
7402,tick05,10:31:41
7403,tick05,10:31:42
7404,tick05,10:31:42
7405,tick05,10:31:43
7406,tick05,10:31:43
7407,tick05,10:31:44
7408,tick05,10:31:44
7409,tick05,10:31:45
7410,tick05,10:31:45
7411,tick05,10:31:46
7412,tick05,10:31:46
7413,tick05,10:31:47
7414,tick05,10:31:47
7415,tick05,10:31:48
7416,tick05,10:31:48
7417,tick05,10:31:49
7418,tick05,10:31:49
7419,tick05,10:31:50
7420,tick05,10:31:50
7421,tick05,10:31:51
7422,tick05,10:31:51
7423,tick05,10:31:52
7424,tick05,10:31:52
7425,tick05,10:31:53
7426,tick05,10:31:53
7427,tick05,10:31:54
7428,tick05,10:31:54
7429,tick05,10:31:55
7430,tick05,10:31:55
7431,tick05,10:31:56
7432,tick05,10:31:56
7433,tick05,10:31:57
7434,tick05,10:31:57
7435,tick05,10:31:58
7436,tick05,10:31:58
7437,tick05,10:31:59
7438,tick05,10:31:59
7439,tick05,10:32:00
7440,tick05,10:32:00
7441,tick05,10:32:01
7442,tick05,10:32:01
7443,tick05,10:32:02
7444,tick05,10:32:02
7445,tick05,10:32:03
7446,tick05,10:32:03
7447,tick05,10:32:04
7448,tick05,10:32:04
7449,tick05,10:32:05
7450,tick05,10:32:05
7451,tick05,10:32:06
7452,tick05,10:32:06
7453,tick05,10:32:07
7454,tick05,10:32:07
7455,tick05,10:32:08
7456,tick05,10:32:08
7457,tick05,10:32:09
7458,tick05,10:32:09
7459,tick05,10:32:10
7460,tick05,10:32:10
7461,tick05,10:32:11
7462,tick05,10:32:11
7463,tick05,10:32:12
7464,tick05,10:32:12
7465,tick05,10:32:13
7466,tick05,10:32:13
7467,tick05,10:32:14
7468,tick05,10:32:14
7469,tick05,10:32:15
7470,tick05,10:32:15
7471,tick05,10:32:16
7472,tick05,10:32:16
7473,tick05,10:32:17
7474,tick05,10:32:17
7475,tick05,10:32:18
7476,tick05,10:32:18
7477,tick05,10:32:19
7478,tick05,10:32:19
7479,tick05,10:32:20
7480,tick05,10:32:20
7481,tick05,10:32:21
7482,tick05,10:32:21
7483,tick05,10:32:22
7484,tick05,10:32:22
7485,tick05,10:32:23
7486,tick05,10:32:23
7487,tick05,10:32:24
7488,tick05,10:32:24
7489,tick05,10:32:25
7490,tick05,10:32:25
7491,tick05,10:32:26
7492,tick05,10:32:26
7493,tick05,10:32:27
7494,tick05,10:32:27
7495,tick05,10:32:28
7496,tick05,10:32:28
7497,tick05,10:32:29
7498,tick05,10:32:29
7499,tick05,10:32:30
7500,tick05,10:32:30
7501,tick05,10:32:31
7502,tick05,10:32:31
7503,tick05,10:32:32
7504,tick05,10:32:32
7505,tick05,10:32:33
7506,tick05,10:32:33
7507,tick05,10:32:34
7508,tick05,10:32:34
7509,tick05,10:32:35
7510,tick05,10:32:35
7511,tick05,10:32:36
7512,tick05,10:32:36
7513,tick05,10:32:37
7514,tick05,10:32:37
7515,tick05,10:32:38
7516,tick05,10:32:38
7517,tick05,10:32:39
7518,tick05,10:32:39
7519,tick05,10:32:40
7520,tick05,10:32:40
7521,tick05,10:32:41
7522,tick05,10:32:41
7523,tick05,10:32:42
7524,tick05,10:32:42
7525,tick05,10:32:43
7526,tick05,10:32:43
7527,tick05,10:32:44
7528,tick05,10:32:44
7529,tick05,10:32:45
7530,tick05,10:32:45
7531,tick05,10:32:46
7532,tick05,10:32:46
7533,tick05,10:32:47
7534,tick05,10:32:47
7535,tick05,10:32:48
7536,tick05,10:32:48
7537,tick05,10:32:49
7538,tick05,10:32:49
7539,tick05,10:32:50
7540,tick05,10:32:50
7541,tick05,10:32:51
7542,tick05,10:32:51
7543,tick05,10:32:52
7544,tick05,10:32:52
7545,tick05,10:32:53
7546,tick05,10:32:53
7547,tick05,10:32:54
7548,tick05,10:32:54
7549,tick05,10:32:55
7550,tick05,10:32:55
7551,tick05,10:32:56
7552,tick05,10:32:56
7553,tick05,10:32:57
7554,tick05,10:32:57
7555,tick05,10:32:58
7556,tick05,10:32:58
7557,tick05,10:32:59
7558,tick05,10:32:59
7559,tick05,10:33:00
7560,tick05,10:33:00
7561,tick05,10:33:01
7562,tick05,10:33:01
7563,tick05,10:33:02
7564,tick05,10:33:02
7565,tick05,10:33:03
7566,tick05,10:33:03
7567,tick05,10:33:04
7568,tick05,10:33:04
7569,tick05,10:33:05
7570,tick05,10:33:05
7571,tick05,10:33:06
7572,tick05,10:33:06
7573,tick05,10:33:07
7574,tick05,10:33:07
7575,tick05,10:33:08
7576,tick05,10:33:08
7577,tick05,10:33:09
7578,tick05,10:33:09
7579,tick05,10:33:10
7580,tick05,10:33:10
7581,tick05,10:33:11
7582,tick05,10:33:11
7583,tick05,10:33:12
7584,tick05,10:33:12
7585,tick05,10:33:13
7586,tick05,10:33:13
7587,tick05,10:33:14
7588,tick05,10:33:14
7589,tick05,10:33:15
7590,tick05,10:33:15
7591,tick05,10:33:16
7592,tick05,10:33:16
7593,tick05,10:33:17
7594,tick05,10:33:17
7595,tick05,10:33:18
7596,tick05,10:33:18
7597,tick05,10:33:19
7598,tick05,10:33:19
7599,tick05,10:33:20
7600,tick05,10:33:20
7601,tick05,10:33:21
7602,tick05,10:33:21
7603,tick05,10:33:22
7604,tick05,10:33:22
7605,tick05,10:33:23
7606,tick05,10:33:23
7607,tick05,10:33:24
7608,tick05,10:33:24
7609,tick05,10:33:25
7610,tick05,10:33:25
7611,tick05,10:33:26
7612,tick05,10:33:26
7613,tick05,10:33:27
7614,tick05,10:33:27
7615,tick05,10:33:28
7616,tick05,10:33:28
7617,tick05,10:33:29
7618,tick05,10:33:29
7619,tick05,10:33:30
7620,tick05,10:33:30
7621,tick05,10:33:31
7622,tick05,10:33:31
7623,tick05,10:33:32
7624,tick05,10:33:32
7625,tick05,10:33:33
7626,tick05,10:33:33
7627,tick05,10:33:34
7628,tick05,10:33:34
7629,tick05,10:33:35
7630,tick05,10:33:35
7631,tick05,10:33:36
7632,tick05,10:33:36
7633,tick05,10:33:37
7634,tick05,10:33:37
7635,tick05,10:33:38
7636,tick05,10:33:38
7637,tick05,10:33:39
7638,tick05,10:33:39
7639,tick05,10:33:40
7640,tick05,10:33:40
7641,tick05,10:33:41
7642,tick05,10:33:41
7643,tick05,10:33:42
7644,tick05,10:33:42
7645,tick05,10:33:43
7646,tick05,10:33:43
7647,tick05,10:33:44
7648,tick05,10:33:44
7649,tick05,10:33:45
7650,tick05,10:33:45
7651,tick05,10:33:46
7652,tick05,10:33:46
7653,tick05,10:33:47
7654,tick05,10:33:47
7655,tick05,10:33:48
7656,tick05,10:33:48
7657,tick05,10:33:49
7658,tick05,10:33:49
7659,tick05,10:33:50
7660,tick05,10:33:50
7661,tick05,10:33:51
7662,tick05,10:33:51
7663,tick05,10:33:52
7664,tick05,10:33:52
7665,tick05,10:33:53
7666,tick05,10:33:53
7667,tick05,10:33:54
7668,tick05,10:33:54
7669,tick05,10:33:55
7670,tick05,10:33:55
7671,tick05,10:33:56
7672,tick05,10:33:56
7673,tick05,10:33:57
7674,tick05,10:33:57
7675,tick05,10:33:58
7676,tick05,10:33:58
7677,tick05,10:33:59
7678,tick05,10:33:59
7679,tick05,10:34:00
7680,tick05,10:34:00
7681,tick05,10:34:01
7682,tick05,10:34:01
7683,tick05,10:34:02
7684,tick05,10:34:02
7685,tick05,10:34:03
7686,tick05,10:34:03
7687,tick05,10:34:04
7688,tick05,10:34:04
7689,tick05,10:34:05
7690,tick05,10:34:05
7691,tick05,10:34:06
7692,tick05,10:34:06
7693,tick05,10:34:07
7694,tick05,10:34:07
7695,tick05,10:34:08
7696,tick05,10:34:08
7697,tick05,10:34:09
7698,tick05,10:34:09
7699,tick05,10:34:10
7700,tick05,10:34:10
7701,tick05,10:34:11
7702,tick05,10:34:11
7703,tick05,10:34:12
7704,tick05,10:34:12
7705,tick05,10:34:13
7706,tick05,10:34:13
7707,tick05,10:34:14
7708,tick05,10:34:14
7709,tick05,10:34:15
7710,tick05,10:34:15
7711,tick05,10:34:16
7712,tick05,10:34:16
7713,tick05,10:34:17
7714,tick05,10:34:17
7715,tick05,10:34:18
7716,tick05,10:34:18
7717,tick05,10:34:19
7718,tick05,10:34:19
7719,tick05,10:34:20
7720,tick05,10:34:20
7721,tick05,10:34:21
7722,tick05,10:34:21
7723,tick05,10:34:22
7724,tick05,10:34:22
7725,tick05,10:34:23
7726,tick05,10:34:23
7727,tick05,10:34:24
7728,tick05,10:34:24
7729,tick05,10:34:25
7730,tick05,10:34:25
7731,tick05,10:34:26
7732,tick05,10:34:26
7733,tick05,10:34:27
7734,tick05,10:34:27
7735,tick05,10:34:28
7736,tick05,10:34:28
7737,tick05,10:34:29
7738,tick05,10:34:29
7739,tick05,10:34:30
7740,tick05,10:34:30
7741,tick05,10:34:31
7742,tick05,10:34:31
7743,tick05,10:34:32
7744,tick05,10:34:32
7745,tick05,10:34:33
7746,tick05,10:34:33
7747,tick05,10:34:34
7748,tick05,10:34:34
7749,tick05,10:34:35
7750,tick05,10:34:35
7751,tick05,10:34:36
7752,tick05,10:34:36
7753,tick05,10:34:37
7754,tick05,10:34:37
7755,tick05,10:34:38
7756,tick05,10:34:38
7757,tick05,10:34:39
7758,tick05,10:34:39
7759,tick05,10:34:40
7760,tick05,10:34:40
7761,tick05,10:34:41
7762,tick05,10:34:41
7763,tick05,10:34:42
7764,tick05,10:34:42
7765,tick05,10:34:43
7766,tick05,10:34:43
7767,tick05,10:34:44
7768,tick05,10:34:44
7769,tick05,10:34:45
7770,tick05,10:34:45
7771,tick05,10:34:46
7772,tick05,10:34:46
7773,tick05,10:34:47
